Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0,230,8,28.75,1.84,25,0,0,43.52
0.02,230,8,28.75,1.84,25,0,0.0007,43.52
0.05,230,8,28.75,1.84,25,0,0.0015,43.52
0.07,230,8,28.75,1.84,25,0,0.0023,43.52
0.1,230,8,28.75,1.84,25,0,0.003,43.52
0.12,230,8,28.75,1.84,25,0,0.0038,43.52
0.15,230,8,28.75,1.84,25,0,0.0045,43.52
0.17,230,8,28.75,1.84,25,0,0.0052,43.52
0.19,230,8,28.75,1.84,25,0,0.006,43.52
0.22,230,8,28.75,1.84,25,0,0.0066,43.52
0.24,230,8,28.75,1.84,25,0,0.0073,43.52
0.27,230,8,28.75,1.84,25,0,0.0081,43.52
0.29,230,8,28.75,1.84,25,0,0.0088,43.52
0.31,230,8,28.75,1.84,25,0,0.0095,43.52
0.33,230,8,28.75,1.84,25,0,0.0102,43.52
0.36,230,8,28.75,1.84,25,0,0.0109,43.52
0.38,230,8,28.75,1.84,25,0,0.0117,43.52
0.4,230,8,28.75,1.84,25,0,0.0123,43.52
0.42,230,8,28.75,1.84,25,0,0.013,43.52
0.45,230,8,28.75,1.84,25,0,0.0137,43.52
0.47,230,8,28.75,1.84,25,0,0.0144,43.52
0.49,230,8,28.75,1.84,25,0,0.0151,43.52
0.52,230,8,28.75,1.84,25,0,0.0158,43.52
0.54,230,8,28.75,1.84,25,0,0.0165,43.52
0.57,230,8,28.75,1.84,25,0,0.0174,43.52
0.59,230,8,28.75,1.84,25,0,0.0181,43.52
0.61,230,8,28.75,1.84,25,0,0.0187,43.52
0.63,230,8,28.75,1.84,25,0,0.0195,43.52
0.66,230,8,28.75,1.84,25,0,0.0201,43.52
0.68,230,8,28.75,1.84,25,0,0.0208,43.52
0.7,230,8,28.75,1.84,25,0,0.0215,43.52
0.72,230,8,28.75,1.84,25,0,0.0222,43.52
0.75,230,8,28.75,1.84,25,0,0.023,43.52
0.77,230,8,28.75,1.84,25,0,0.0237,43.52
0.8,230,8,28.75,1.84,25,0,0.0244,43.52
0.82,230,8,28.75,1.84,25,0,0.0252,43.52
0.84,230,8,28.75,1.84,25,0,0.0259,43.52
0.87,230,8,28.75,1.84,25,0,0.0267,43.52
0.89,230,8,28.75,1.84,25,0,0.0274,43.52
0.91,230,8,28.75,1.84,25,0,0.0279,43.52
0.93,230,8,28.75,1.84,25,0,0.0285,43.52
0.95,230,8,28.75,1.84,25,0,0.0293,43.52
0.98,230,8,28.75,1.84,25,0,0.0299,43.52
1,230,8,28.75,1.84,25,0,0.0306,43.52
1.02,230,8,28.75,1.84,25,0,0.0314,43.52
1.05,230,8,28.75,1.84,25,0,0.0321,43.52
1.07,230,8,28.75,1.84,25,0,0.0328,43.52
1.09,230,8,28.75,1.84,25,0,0.0334,43.52
1.11,230,8,28.75,1.84,25,0,0.0341,43.52
1.13,230,8,28.75,1.84,25,0,0.0348,43.52
1.15,230,8,28.75,1.84,25,0,0.0354,43.52
1.18,230,8,28.75,1.84,25,0,0.0362,43.52
1.21,230,8,28.75,1.84,25,0,0.037,43.52
1.23,230,8,28.75,1.84,25,0,0.0377,43.52
1.25,230,8,28.75,1.84,25,0,0.0384,43.52
1.27,230,8,28.75,1.84,25,0,0.039,43.52
1.3,230,8,28.75,1.84,25,0,0.0398,43.52
1.32,230,8,28.75,1.84,25,0,0.0405,43.52
1.34,230,8,28.75,1.84,25,0,0.0412,43.52
1.37,230,8,28.75,1.84,25,0,0.0419,43.52
1.39,230,8,28.75,1.84,25,0,0.0427,43.52
1.42,230,8,28.75,1.84,25,0,0.0434,43.52
1.44,230,8,28.75,1.84,25,0,0.0441,43.52
1.46,230,8,28.75,1.84,25,0,0.0448,43.52
1.48,230,8,28.75,1.84,25,0,0.0455,43.52
1.51,230,8,28.75,1.84,25,0,0.0463,43.52
1.53,230,8,28.75,1.84,25,0,0.047,43.52
1.56,230,8,28.75,1.84,25,0,0.0477,43.52
1.58,230,8,28.75,1.84,25,0,0.0485,43.52
1.6,230,8,28.75,1.84,25,0,0.0491,43.52
