Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.0,230.0,16,14.38,3.68,25,0,0.0,50.15
0.02,230.0,16,14.38,3.68,25,0,0.0012,50.15
0.05,230.0,16,14.38,3.68,25,0,0.003,50.15
0.07,230.0,16,14.38,3.68,25,0,0.0045,50.15
0.1,230.0,16,14.38,3.68,25,0,0.0058,50.15
0.12,230.0,16,14.38,3.68,25,0,0.0071,50.15
0.14,230.0,16,14.38,3.68,25,0,0.0087,50.15
0.16,230.0,16,14.38,3.68,25,0,0.01,50.15
0.18,230.0,16,14.38,3.68,25,0,0.0113,50.15
0.21,230.0,16,14.38,3.68,25,0,0.0129,50.15
0.23,230.0,16,14.38,3.68,25,0,0.0142,50.15
0.25,230.0,16,14.38,3.68,25,0,0.0155,50.15
0.28,230.0,16,14.38,3.68,25,0,0.017,50.15
0.3,230.0,16,14.38,3.68,25,0,0.0183,50.15
0.33,230.0,16,14.38,3.68,25,0,0.02,50.15
0.35,230.0,16,14.38,3.68,25,0,0.0214,50.15
0.37,230.0,16,14.38,3.68,25,0,0.0228,50.15
0.39,230.0,16,14.38,3.68,25,0,0.024,50.15
0.42,230.0,16,14.38,3.68,25,0,0.0256,50.15
0.44,230.0,16,14.38,3.68,25,0,0.0272,50.15
0.47,230.0,16,14.38,3.68,25,0,0.0286,50.15
0.49,230.0,16,14.38,3.68,25,0,0.0299,50.15
0.51,230.0,16,14.38,3.68,25,0,0.0315,50.15
0.54,230.0,16,14.38,3.68,25,0,0.0329,50.15
0.56,230.0,16,14.38,3.68,25,0,0.0343,50.15
0.58,230.0,16,14.38,3.68,25,0,0.0357,50.15
0.6,230.0,16,14.38,3.68,25,0,0.037,50.15
0.63,230.0,16,14.38,3.68,25,0,0.0385,50.15
0.65,230.0,16,14.38,3.68,25,0,0.04,50.15
0.68,230.0,16,14.38,3.68,25,0,0.0414,50.15
0.7,230.0,16,14.38,3.68,25,0,0.0428,50.15
0.72,230.0,16,14.38,3.68,25,0,0.0442,50.15
0.75,230.0,16,14.38,3.68,25,0,0.0457,50.15
0.77,230.0,16,14.38,3.68,25,0,0.0472,50.15
0.79,230.0,16,14.38,3.68,25,0,0.0486,50.15
0.82,230.0,16,14.38,3.68,25,0,0.0501,50.15
0.84,230.0,16,14.38,3.68,25,0,0.0515,50.15
0.86,230.0,16,14.38,3.68,25,0,0.0528,50.15
0.88,230.0,16,14.38,3.68,25,0,0.0543,50.15
0.91,230.0,16,14.38,3.68,25,0,0.0556,50.15
0.93,230.0,16,14.38,3.68,25,0,0.0571,50.15
0.96,230.0,16,14.38,3.68,25,0,0.0587,50.15
0.98,230.0,16,14.38,3.68,25,0,0.06,50.15
1.0,230.0,16,14.38,3.68,25,0,0.0615,50.15
1.02,230.0,16,14.38,3.68,25,0,0.0628,50.15
1.05,230.0,16,14.38,3.68,25,0,0.0644,50.15
1.07,230.0,16,14.38,3.68,25,0,0.0657,50.15
1.09,230.0,16,14.38,3.68,25,0,0.067,50.15
1.12,230.0,16,14.38,3.68,25,0,0.0686,50.15
1.14,230.0,16,14.38,3.68,25,0,0.0701,50.15
1.16,230.0,16,14.38,3.68,25,0,0.0714,50.15
1.19,230.0,16,14.38,3.68,25,0,0.0729,50.15
1.21,230.0,16,14.38,3.68,25,0,0.0742,50.15
1.24,230.0,16,14.38,3.68,25,0,0.0758,50.15
1.26,230.0,16,14.38,3.68,25,0,0.0773,50.15
1.28,230.0,16,14.38,3.68,25,0,0.0786,50.15
1.3,230.0,16,14.38,3.68,25,0,0.08,50.15
1.33,230.0,16,14.38,3.68,25,0,0.0813,50.15
1.35,230.0,16,14.38,3.68,25,0,0.0826,50.15
1.37,230.0,16,14.38,3.68,25,0,0.0841,50.15
1.4,230.0,16,14.38,3.68,25,0,0.0857,50.15
1.42,230.0,16,14.38,3.68,25,0,0.0871,50.15
1.45,230.0,16,14.38,3.68,25,0,0.0887,50.15
1.47,230.0,16,14.38,3.68,25,0,0.0902,50.15
1.49,230.0,16,14.38,3.68,25,0,0.0915,50.15
1.51,230.0,16,14.38,3.68,25,0,0.0929,50.15
1.54,230.0,16,14.38,3.68,25,0,0.0945,50.15
1.56,230.0,16,14.38,3.68,25,0,0.0959,50.15
1.59,230.0,16,14.38,3.68,25,0,0.0973,50.15
1.61,230.0,16,14.38,3.68,25,0,0.099,50.15
1.64,230.0,16,14.38,3.68,25,0,0.1004,50.15
1.66,230.0,16,14.38,3.68,25,0,0.1018,50.15
1.68,230.0,16,14.38,3.68,25,0,0.1032,50.15
1.7,230.0,16,14.38,3.68,25,0,0.1045,50.15
1.73,230.0,16,14.38,3.68,25,0,0.1062,50.15
1.75,230.0,16,14.38,3.68,25,0,0.1076,50.15
1.78,230.0,16,14.38,3.68,25,0,0.1091,50.15
1.8,230.0,16,14.38,3.68,25,0,0.1104,50.15
1.82,230.0,16,14.38,3.68,25,0,0.1118,50.15
1.85,230.0,16,14.38,3.68,25,0,0.1132,50.15
1.87,230.0,16,14.38,3.68,25,0,0.1146,50.15
1.89,230.0,16,14.38,3.68,25,0,0.1159,50.15
1.91,230.0,16,14.38,3.68,25,0,0.1174,50.15
1.94,230.0,16,14.38,3.68,25,0,0.1188,50.15
1.96,230.0,16,14.38,3.68,25,0,0.1201,50.15
1.98,230.0,16,14.38,3.68,25,0,0.1216,50.15
2.0,230.0,16,14.38,3.68,25,0,0.1229,50.15
2.03,230.0,16,14.38,3.68,25,0,0.1245,50.15
2.05,230.0,16,14.38,3.68,25,0,0.126,50.15
2.08,230.0,16,14.38,3.68,25,0,0.1273,50.15
2.1,230.0,16,14.38,3.68,25,0,0.1289,50.15
2.12,230.0,16,14.38,3.68,25,0,0.1302,50.15
2.14,230.0,16,14.38,3.68,25,0,0.1315,50.15
2.17,230.0,16,14.38,3.68,25,0,0.133,50.15
2.19,230.0,16,14.38,3.68,25,0,0.1343,50.15
2.22,230.0,16,14.38,3.68,25,0,0.136,50.15
2.24,230.0,16,14.38,3.68,25,0,0.1374,50.15
2.26,230.0,16,14.38,3.68,25,0,0.1388,50.15
2.28,230.0,16,14.38,3.68,25,0,0.14,50.15
2.31,230.0,16,14.38,3.68,25,0,0.1416,50.15
2.33,230.0,16,14.38,3.68,25,0,0.1432,50.15
2.36,230.0,16,14.38,3.68,25,0,0.1446,50.15
2.38,230.0,16,14.38,3.68,25,0,0.146,50.15
2.4,230.0,16,14.38,3.68,25,0,0.1474,50.15
