Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.0,230.0,10,23.0,2.3,25,0,0.0,45.41
0.02,230.0,10,23.0,2.3,25,0,0.0009,45.41
0.04,230.0,10,23.0,2.3,25,0,0.0017,45.41
0.07,230.0,10,23.0,2.3,25,0,0.0026,45.41
0.09,230.0,10,23.0,2.3,25,0,0.0035,45.41
0.12,230.0,10,23.0,2.3,25,0,0.0044,45.41
0.14,230.0,10,23.0,2.3,25,0,0.0053,45.41
0.16,230.0,10,23.0,2.3,25,0,0.0062,45.41
0.18,230.0,10,23.0,2.3,25,0,0.007,45.41
0.21,230.0,10,23.0,2.3,25,0,0.0079,45.41
0.23,230.0,10,23.0,2.3,25,0,0.0087,45.41
0.25,230.0,10,23.0,2.3,25,0,0.0096,45.41
0.27,230.0,10,23.0,2.3,25,0,0.0105,45.41
0.29,230.0,10,23.0,2.3,25,0,0.0113,45.41
0.32,230.0,10,23.0,2.3,25,0,0.0122,45.41
0.34,230.0,10,23.0,2.3,25,0,0.0131,45.41
0.37,230.0,10,23.0,2.3,25,0,0.0141,45.41
0.39,230.0,10,23.0,2.3,25,0,0.015,45.41
0.41,230.0,10,23.0,2.3,25,0,0.0158,45.41
0.44,230.0,10,23.0,2.3,25,0,0.0168,45.41
0.46,230.0,10,23.0,2.3,25,0,0.0176,45.41
0.48,230.0,10,23.0,2.3,25,0,0.0185,45.41
0.51,230.0,10,23.0,2.3,25,0,0.0194,45.41
0.53,230.0,10,23.0,2.3,25,0,0.0202,45.41
0.55,230.0,10,23.0,2.3,25,0,0.0212,45.41
0.58,230.0,10,23.0,2.3,25,0,0.0221,45.41
0.6,230.0,10,23.0,2.3,25,0,0.023,45.41
0.62,230.0,10,23.0,2.3,25,0,0.0239,45.41
0.64,230.0,10,23.0,2.3,25,0,0.0247,45.41
0.67,230.0,10,23.0,2.3,25,0,0.0257,45.41
0.69,230.0,10,23.0,2.3,25,0,0.0266,45.41
0.72,230.0,10,23.0,2.3,25,0,0.0275,45.41
0.74,230.0,10,23.0,2.3,25,0,0.0284,45.41
0.76,230.0,10,23.0,2.3,25,0,0.0293,45.41
0.79,230.0,10,23.0,2.3,25,0,0.0301,45.41
0.81,230.0,10,23.0,2.3,25,0,0.031,45.41
0.83,230.0,10,23.0,2.3,25,0,0.0318,45.41
0.86,230.0,10,23.0,2.3,25,0,0.0329,45.41
0.88,230.0,10,23.0,2.3,25,0,0.0338,45.41
0.9,230.0,10,23.0,2.3,25,0,0.0346,45.41
0.92,230.0,10,23.0,2.3,25,0,0.0354,45.41
0.95,230.0,10,23.0,2.3,25,0,0.0364,45.41
0.97,230.0,10,23.0,2.3,25,0,0.0374,45.41
1.0,230.0,10,23.0,2.3,25,0,0.0383,45.41
1.02,230.0,10,23.0,2.3,25,0,0.0391,45.41
1.04,230.0,10,23.0,2.3,25,0,0.04,45.41
1.07,230.0,10,23.0,2.3,25,0,0.0409,45.41
1.09,230.0,10,23.0,2.3,25,0,0.0417,45.41
1.11,230.0,10,23.0,2.3,25,0,0.0426,45.41
1.13,230.0,10,23.0,2.3,25,0,0.0435,45.41
1.16,230.0,10,23.0,2.3,25,0,0.0445,45.41
1.18,230.0,10,23.0,2.3,25,0,0.0454,45.41
1.21,230.0,10,23.0,2.3,25,0,0.0463,45.41
1.23,230.0,10,23.0,2.3,25,0,0.0472,45.41
1.25,230.0,10,23.0,2.3,25,0,0.048,45.41
1.28,230.0,10,23.0,2.3,25,0,0.0489,45.41
1.3,230.0,10,23.0,2.3,25,0,0.0497,45.41
1.32,230.0,10,23.0,2.3,25,0,0.0505,45.41
1.34,230.0,10,23.0,2.3,25,0,0.0514,45.41
1.36,230.0,10,23.0,2.3,25,0,0.0521,45.41
1.38,230.0,10,23.0,2.3,25,0,0.053,45.41
1.41,230.0,10,23.0,2.3,25,0,0.0539,45.41
1.43,230.0,10,23.0,2.3,25,0,0.0547,45.41
1.45,230.0,10,23.0,2.3,25,0,0.0556,45.41
1.47,230.0,10,23.0,2.3,25,0,0.0564,45.41
1.5,230.0,10,23.0,2.3,25,0,0.0575,45.41
1.52,230.0,10,23.0,2.3,25,0,0.0583,45.41
1.54,230.0,10,23.0,2.3,25,0,0.0592,45.41
1.57,230.0,10,23.0,2.3,25,0,0.0601,45.41
1.59,230.0,10,23.0,2.3,25,0,0.061,45.41
1.62,230.0,10,23.0,2.3,25,0,0.062,45.41
1.64,230.0,10,23.0,2.3,25,0,0.0629,45.41
1.66,230.0,10,23.0,2.3,25,0,0.0637,45.41
1.69,230.0,10,23.0,2.3,25,0,0.0647,45.41
1.71,230.0,10,23.0,2.3,25,0,0.0655,45.41
1.73,230.0,10,23.0,2.3,25,0,0.0663,45.41
1.75,230.0,10,23.0,2.3,25,0,0.0671,45.41
1.78,230.0,10,23.0,2.3,25,0,0.0681,45.41
1.8,230.0,10,23.0,2.3,25,0,0.0691,45.41
1.83,230.0,10,23.0,2.3,25,0,0.07,45.41
1.85,230.0,10,23.0,2.3,25,0,0.0708,45.41
1.87,230.0,10,23.0,2.3,25,0,0.0718,45.41
1.9,230.0,10,23.0,2.3,25,0,0.0726,45.41
1.92,230.0,10,23.0,2.3,25,0,0.0736,45.41
1.94,230.0,10,23.0,2.3,25,0,0.0745,45.41
1.97,230.0,10,23.0,2.3,25,0,0.0753,45.41
1.99,230.0,10,23.0,2.3,25,0,0.0764,45.41
2.02,230.0,10,23.0,2.3,25,0,0.0773,45.41
2.04,230.0,10,23.0,2.3,25,0,0.0782,45.41
2.06,230.0,10,23.0,2.3,25,0,0.0791,45.41
2.08,230.0,10,23.0,2.3,25,0,0.0799,45.41
2.11,230.0,10,23.0,2.3,25,0,0.0808,45.41
2.13,230.0,10,23.0,2.3,25,0,0.0817,45.41
2.15,230.0,10,23.0,2.3,25,0,0.0825,45.41
2.18,230.0,10,23.0,2.3,25,0,0.0834,45.41
2.2,230.0,10,23.0,2.3,25,0,0.0843,45.41
2.22,230.0,10,23.0,2.3,25,0,0.0853,45.41
2.24,230.0,10,23.0,2.3,25,0,0.0861,45.41
2.27,230.0,10,23.0,2.3,25,0,0.0869,45.41
2.29,230.0,10,23.0,2.3,25,0,0.0879,45.41
2.32,230.0,10,23.0,2.3,25,0,0.0888,45.41
2.34,230.0,10,23.0,2.3,25,0,0.0896,45.41
2.36,230.0,10,23.0,2.3,25,0,0.0905,45.41
2.38,230.0,10,23.0,2.3,25,0,0.0914,45.41
2.41,230.0,10,23.0,2.3,25,0,0.0924,45.41
2.43,230.0,10,23.0,2.3,25,0,0.0933,45.41
2.46,230.0,10,23.0,2.3,25,0,0.0941,45.41
2.48,230.0,10,23.0,2.3,25,0,0.0951,45.41
2.5,230.0,10,23.0,2.3,25,0,0.0959,45.41
2.52,230.0,10,23.0,2.3,25,0,0.0967,45.41
2.55,230.0,10,23.0,2.3,25,0,0.0977,45.41
2.57,230.0,10,23.0,2.3,25,0,0.0985,45.41
2.6,230.0,10,23.0,2.3,25,0,0.0996,45.41
2.62,230.0,10,23.0,2.3,25,0,0.1004,45.41
2.64,230.0,10,23.0,2.3,25,0,0.1013,45.41
2.67,230.0,10,23.0,2.3,25,0,0.1023,45.41
2.69,230.0,10,23.0,2.3,25,0,0.1032,45.41
2.72,230.0,10,23.0,2.3,25,0,0.1041,45.41
2.74,230.0,10,23.0,2.3,25,0,0.105,45.41
2.76,230.0,10,23.0,2.3,25,0,0.1058,45.41
2.78,230.0,10,23.0,2.3,25,0,0.1067,45.41
2.81,230.0,10,23.0,2.3,25,0,0.1076,45.41
2.83,230.0,10,23.0,2.3,25,0,0.1084,45.41
2.85,230.0,10,23.0,2.3,25,0,0.1092,45.41
2.87,230.0,10,23.0,2.3,25,0,0.1102,45.41
2.9,230.0,10,23.0,2.3,25,0,0.1111,45.41
2.92,230.0,10,23.0,2.3,25,0,0.1121,45.41
2.95,230.0,10,23.0,2.3,25,0,0.1129,45.41
2.97,230.0,10,23.0,2.3,25,0,0.114,45.41
2.99,230.0,10,23.0,2.3,25,0,0.1148,45.41
3.02,230.0,10,23.0,2.3,25,0,0.1156,45.41
3.04,230.0,10,23.0,2.3,25,0,0.1165,45.41
3.06,230.0,10,23.0,2.3,25,0,0.1173,45.41
3.08,230.0,10,23.0,2.3,25,0,0.1183,45.41
3.11,230.0,10,23.0,2.3,25,0,0.1192,45.41
3.13,230.0,10,23.0,2.3,25,0,0.1201,45.41
3.16,230.0,10,23.0,2.3,25,0,0.121,45.41
3.18,230.0,10,23.0,2.3,25,0,0.1218,45.41
3.2,230.0,10,23.0,2.3,25,0,0.1228,45.41
3.23,230.0,10,23.0,2.3,25,0,0.1237,45.41
3.25,230.0,10,23.0,2.3,25,0,0.1245,45.41
3.27,230.0,10,23.0,2.3,25,0,0.1255,45.41
3.3,230.0,10,23.0,2.3,25,0,0.1264,45.41
3.32,230.0,10,23.0,2.3,25,0,0.1272,45.41
3.34,230.0,10,23.0,2.3,25,0,0.128,45.41
3.36,230.0,10,23.0,2.3,25,0,0.1289,45.41
3.39,230.0,10,23.0,2.3,25,0,0.1299,45.41
3.41,230.0,10,23.0,2.3,25,0,0.1308,45.41
3.43,230.0,10,23.0,2.3,25,0,0.1317,45.41
3.46,230.0,10,23.0,2.3,25,0,0.1326,45.41
3.48,230.0,10,23.0,2.3,25,0,0.1335,45.41
3.51,230.0,10,23.0,2.3,25,0,0.1344,45.41
3.53,230.0,10,23.0,2.3,25,0,0.1354,45.41
3.55,230.0,10,23.0,2.3,25,0,0.1362,45.41
3.58,230.0,10,23.0,2.3,25,0,0.1373,45.41
3.6,230.0,10,23.0,2.3,25,0,0.1381,45.41
3.63,230.0,10,23.0,2.3,25,0,0.139,45.41
3.65,230.0,10,23.0,2.3,25,0,0.1399,45.41
3.67,230.0,10,23.0,2.3,25,0,0.1407,45.41
3.69,230.0,10,23.0,2.3,25,0,0.1416,45.41
3.72,230.0,10,23.0,2.3,25,0,0.1426,45.41
3.74,230.0,10,23.0,2.3,25,0,0.1435,45.41
3.77,230.0,10,23.0,2.3,25,0,0.1444,45.41
3.79,230.0,10,23.0,2.3,25,0,0.1453,45.41
3.81,230.0,10,23.0,2.3,25,0,0.1461,45.41
3.83,230.0,10,23.0,2.3,25,0,0.147,45.41
3.86,230.0,10,23.0,2.3,25,0,0.1478,45.41
3.88,230.0,10,23.0,2.3,25,0,0.1487,45.41
3.91,230.0,10,23.0,2.3,25,0,0.1499,45.41
3.93,230.0,10,23.0,2.3,25,0,0.1507,45.41
3.95,230.0,10,23.0,2.3,25,0,0.1515,45.41
3.97,230.0,10,23.0,2.3,25,0,0.1523,45.41
4.0,230.0,10,23.0,2.3,25,0,0.1533,45.41
4.02,230.0,10,23.0,2.3,25,0,0.1542,45.41
4.04,230.0,10,23.0,2.3,25,0,0.155,45.41
4.07,230.0,10,23.0,2.3,25,0,0.1559,45.41
4.09,230.0,10,23.0,2.3,25,0,0.1568,45.41
4.11,230.0,10,23.0,2.3,25,0,0.1576,45.41
4.14,230.0,10,23.0,2.3,25,0,0.1585,45.41
4.16,230.0,10,23.0,2.3,25,0,0.1594,45.41
4.18,230.0,10,23.0,2.3,25,0,0.1603,45.41
4.21,230.0,10,23.0,2.3,25,0,0.1613,45.41
4.23,230.0,10,23.0,2.3,25,0,0.1621,45.41
4.25,230.0,10,23.0,2.3,25,0,0.163,45.41
4.27,230.0,10,23.0,2.3,25,0,0.1639,45.41
4.3,230.0,10,23.0,2.3,25,0,0.1648,45.41
4.32,230.0,10,23.0,2.3,25,0,0.1658,45.41
4.35,230.0,10,23.0,2.3,25,0,0.1666,45.41
