Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.0,230.0,16,14.38,3.68,25,0,0.0,0
0.02,230.0,16,14.38,3.68,25,0,0.0014,0
0.05,230.0,16,14.38,3.68,25,0,0.0029,0
0.08,230.0,16,14.38,3.68,25,0,0.0047,0
0.1,230.0,16,14.38,3.68,25,0,0.0061,0
0.13,230.0,16,14.38,3.68,25,0,0.0079,0
0.15,230.0,16,14.38,3.68,25,0,0.0093,0
0.17,230.0,16,14.38,3.68,25,0,0.0107,0
0.2,230.0,16,14.38,3.68,25,0,0.0124,0
0.23,230.0,16,14.38,3.68,25,0,0.0142,0
0.26,230.0,16,14.38,3.68,25,0,0.0158,0
0.28,230.0,16,14.38,3.68,25,0,0.0172,0
0.3,230.0,16,14.38,3.68,25,0,0.0185,0
0.33,230.0,16,14.38,3.68,25,0,0.02,0
0.35,230.0,16,14.38,3.68,25,0,0.0215,0
0.38,230.0,16,14.38,3.68,25,0,0.0234,0
0.41,230.0,16,14.38,3.68,25,0,0.0251,0
0.43,230.0,16,14.38,3.68,25,0,0.0265,0
0.45,230.0,16,14.38,3.68,25,0,0.0278,0
0.48,230.0,16,14.38,3.68,25,0,0.0293,0
0.51,230.0,16,14.38,3.68,25,0,0.031,0
0.53,230.0,16,14.38,3.68,25,0,0.0323,0
0.55,230.0,16,14.38,3.68,25,0,0.0337,0
0.57,230.0,16,14.38,3.68,25,0,0.0352,0
0.6,230.0,16,14.38,3.68,25,0,0.0368,0
0.62,230.0,16,14.38,3.68,25,0,0.0383,0
0.65,230.0,16,14.38,3.68,25,0,0.0396,0
0.67,230.0,16,14.38,3.68,25,0,0.0409,0
0.69,230.0,16,14.38,3.68,25,0,0.0424,0
0.71,230.0,16,14.38,3.68,25,0,0.0438,0
0.74,230.0,16,14.38,3.68,25,0,0.0451,0
0.76,230.0,16,14.38,3.68,25,0,0.0464,0
0.78,230.0,16,14.38,3.68,25,0,0.0479,0
0.81,230.0,16,14.38,3.68,25,0,0.0496,0
0.84,230.0,16,14.38,3.68,25,0,0.0512,0
0.86,230.0,16,14.38,3.68,25,0,0.0527,0
0.88,230.0,16,14.38,3.68,25,0,0.054,0
0.9,230.0,16,14.38,3.68,25,0,0.0554,0
0.93,230.0,16,14.38,3.68,25,0,0.0571,0
0.95,230.0,16,14.38,3.68,25,0,0.0585,0
0.98,230.0,16,14.38,3.68,25,0,0.0601,0
1.0,230.0,16,14.38,3.68,25,0,0.0614,0
1.03,230.0,16,14.38,3.68,25,0,0.063,0
1.05,230.0,16,14.38,3.68,25,0,0.0645,0
1.07,230.0,16,14.38,3.68,25,0,0.0659,0
1.09,230.0,16,14.38,3.68,25,0,0.0671,0
1.12,230.0,16,14.38,3.68,25,0,0.0687,0
1.15,230.0,16,14.38,3.68,25,0,0.0704,0
1.17,230.0,16,14.38,3.68,25,0,0.0718,0
1.19,230.0,16,14.38,3.68,25,0,0.073,0
1.22,230.0,16,14.38,3.68,25,0,0.0747,0
1.24,230.0,16,14.38,3.68,25,0,0.0761,0
1.26,230.0,16,14.38,3.68,25,0,0.0774,0
1.29,230.0,16,14.38,3.68,25,0,0.0792,0
1.31,230.0,16,14.38,3.68,25,0,0.0805,0
1.33,230.0,16,14.38,3.68,25,0,0.0818,0
1.36,230.0,16,14.38,3.68,25,0,0.0831,0
1.38,230.0,16,14.38,3.68,25,0,0.0848,0
1.41,230.0,16,14.38,3.68,25,0,0.0862,0
1.43,230.0,16,14.38,3.68,25,0,0.0876,0
1.45,230.0,16,14.38,3.68,25,0,0.0888,0
1.48,230.0,16,14.38,3.68,25,0,0.0906,0
1.5,230.0,16,14.38,3.68,25,0,0.0919,0
1.52,230.0,16,14.38,3.68,25,0,0.0932,0
1.55,230.0,16,14.38,3.68,25,0,0.0948,0
1.57,230.0,16,14.38,3.68,25,0,0.0963,0
1.59,230.0,16,14.38,3.68,25,0,0.0978,0
1.63,230.0,16,14.38,3.68,25,0,0.0999,0
1.65,230.0,16,14.38,3.68,25,0,0.1012,0
1.67,230.0,16,14.38,3.68,25,0,0.1027,0
1.7,230.0,16,14.38,3.68,25,0,0.1041,0
1.72,230.0,16,14.38,3.68,25,0,0.1056,0
1.75,230.0,16,14.38,3.68,25,0,0.1073,0
1.78,230.0,16,14.38,3.68,25,0,0.109,0
1.8,230.0,16,14.38,3.68,25,0,0.1103,0
1.82,230.0,16,14.38,3.68,25,0,0.1118,0
1.85,230.0,16,14.38,3.68,25,0,0.1134,0
1.87,230.0,16,14.38,3.68,25,0,0.1149,0
1.9,230.0,16,14.38,3.68,25,0,0.1162,0
1.92,230.0,16,14.38,3.68,25,0,0.1175,0
1.94,230.0,16,14.38,3.68,25,0,0.1192,0
1.97,230.0,16,14.38,3.68,25,0,0.1206,0
1.99,230.0,16,14.38,3.68,25,0,0.1221,0
2.01,230.0,16,14.38,3.68,25,0,0.1235,0
2.03,230.0,16,14.38,3.68,25,0,0.1248,0
2.06,230.0,16,14.38,3.68,25,0,0.1263,0
2.08,230.0,16,14.38,3.68,25,0,0.1276,0
2.1,230.0,16,14.38,3.68,25,0,0.129,0
2.13,230.0,16,14.38,3.68,25,0,0.1304,0
2.15,230.0,16,14.38,3.68,25,0,0.1319,0
2.17,230.0,16,14.38,3.68,25,0,0.1332,0
2.19,230.0,16,14.38,3.68,25,0,0.1344,0
2.22,230.0,16,14.38,3.68,25,0,0.136,0
2.24,230.0,16,14.38,3.68,25,0,0.1376,0
2.27,230.0,16,14.38,3.68,25,0,0.139,0
2.29,230.0,16,14.38,3.68,25,0,0.1404,0
2.31,230.0,16,14.38,3.68,25,0,0.1416,0
2.33,230.0,16,14.38,3.68,25,0,0.1432,0
2.36,230.0,16,14.38,3.68,25,0,0.1448,0
2.39,230.0,16,14.38,3.68,25,0,0.1465,0
2.41,230.0,16,14.38,3.68,25,0,0.1478,0
2.43,230.0,16,14.38,3.68,25,0,0.1491,0
2.45,230.0,16,14.38,3.68,25,0,0.1504,0
2.48,230.0,16,14.38,3.68,25,0,0.1521,0
2.5,230.0,16,14.38,3.68,25,0,0.1535,0
2.52,230.0,16,14.38,3.68,25,0,0.1548,0
2.55,230.0,16,14.38,3.68,25,0,0.1565,0
2.57,230.0,16,14.38,3.68,25,0,0.1579,0
2.6,230.0,16,14.38,3.68,25,0,0.1594,0
2.62,230.0,16,14.38,3.68,25,0,0.1609,0
2.65,230.0,16,14.38,3.68,25,0,0.1626,0
2.67,230.0,16,14.38,3.68,25,0,0.1639,0
2.7,230.0,16,14.38,3.68,25,0,0.1658,0
2.73,230.0,16,14.38,3.68,25,0,0.1672,0
2.75,230.0,16,14.38,3.68,25,0,0.1687,0
2.77,230.0,16,14.38,3.68,25,0,0.1702,0
2.8,230.0,16,14.38,3.68,25,0,0.1719,0
2.82,230.0,16,14.38,3.68,25,0,0.1732,0
2.85,230.0,16,14.38,3.68,25,0,0.1746,0
2.87,230.0,16,14.38,3.68,25,0,0.1759,0
2.89,230.0,16,14.38,3.68,25,0,0.1774,0
2.92,230.0,16,14.38,3.68,25,0,0.1791,0
2.94,230.0,16,14.38,3.68,25,0,0.1805,0
2.97,230.0,16,14.38,3.68,25,0,0.182,0
2.99,230.0,16,14.38,3.68,25,0,0.1833,0
3.01,230.0,16,14.38,3.68,25,0,0.1846,0
3.04,230.0,16,14.38,3.68,25,0,0.1864,0
3.06,230.0,16,14.38,3.68,25,0,0.1879,0
3.09,230.0,16,14.38,3.68,25,0,0.1894,0
3.11,230.0,16,14.38,3.68,25,0,0.1908,0
3.13,230.0,16,14.38,3.68,25,0,0.1921,0
3.16,230.0,16,14.38,3.68,25,0,0.1938,0
3.18,230.0,16,14.38,3.68,25,0,0.1952,0
3.2,230.0,16,14.38,3.68,25,0,0.1964,0
3.22,230.0,16,14.38,3.68,25,0,0.1978,0
3.25,230.0,16,14.38,3.68,25,0,0.1991,0
3.27,230.0,16,14.38,3.68,25,0,0.2005,0
3.29,230.0,16,14.38,3.68,25,0,0.2017,0
3.31,230.0,16,14.38,3.68,25,0,0.2033,0
3.35,230.0,16,14.38,3.68,25,0,0.2052,0
3.37,230.0,16,14.38,3.68,25,0,0.2066,0
3.39,230.0,16,14.38,3.68,25,0,0.2079,0
3.42,230.0,16,14.38,3.68,25,0,0.2096,0
3.44,230.0,16,14.38,3.68,25,0,0.2111,0
3.47,230.0,16,14.38,3.68,25,0,0.2126,0
3.49,230.0,16,14.38,3.68,25,0,0.2141,0
3.52,230.0,16,14.38,3.68,25,0,0.2157,0
3.54,230.0,16,14.38,3.68,25,0,0.2171,0
3.56,230.0,16,14.38,3.68,25,0,0.2185,0
3.58,230.0,16,14.38,3.68,25,0,0.2198,0
3.61,230.0,16,14.38,3.68,25,0,0.2212,0
3.63,230.0,16,14.38,3.68,25,0,0.2227,0
3.65,230.0,16,14.38,3.68,25,0,0.2241,0
3.69,230.0,16,14.38,3.68,25,0,0.2261,0
3.71,230.0,16,14.38,3.68,25,0,0.2278,0
3.74,230.0,16,14.38,3.68,25,0,0.2292,0
3.76,230.0,16,14.38,3.68,25,0,0.2305,0
3.78,230.0,16,14.38,3.68,25,0,0.232,0
3.81,230.0,16,14.38,3.68,25,0,0.2334,0
3.83,230.0,16,14.38,3.68,25,0,0.2347,0
3.85,230.0,16,14.38,3.68,25,0,0.236,0
3.87,230.0,16,14.38,3.68,25,0,0.2373,0
3.89,230.0,16,14.38,3.68,25,0,0.2388,0
3.92,230.0,16,14.38,3.68,25,0,0.2404,0
3.94,230.0,16,14.38,3.68,25,0,0.2418,0
3.97,230.0,16,14.38,3.68,25,0,0.2434,0
3.99,230.0,16,14.38,3.68,25,0,0.2447,0
4.02,230.0,16,14.38,3.68,25,0,0.2464,0
4.04,230.0,16,14.38,3.68,25,0,0.2478,0
4.06,230.0,16,14.38,3.68,25,0,0.2492,0
4.08,230.0,16,14.38,3.68,25,0,0.2504,0
4.1,230.0,16,14.38,3.68,25,0,0.2518,0
4.13,230.0,16,14.38,3.68,25,0,0.2532,0
4.15,230.0,16,14.38,3.68,25,0,0.2544,0
4.17,230.0,16,14.38,3.68,25,0,0.2558,0
4.19,230.0,16,14.38,3.68,25,0,0.2571,0
4.21,230.0,16,14.38,3.68,25,0,0.2585,0
4.24,230.0,16,14.38,3.68,25,0,0.2599,0
4.26,230.0,16,14.38,3.68,25,0,0.2613,0
4.29,230.0,16,14.38,3.68,25,0,0.263,0
4.31,230.0,16,14.38,3.68,25,0,0.2646,0
4.34,230.0,16,14.38,3.68,25,0,0.266,0
4.36,230.0,16,14.38,3.68,25,0,0.2675,0
4.39,230.0,16,14.38,3.68,25,0,0.2691,0
4.41,230.0,16,14.38,3.68,25,0,0.2706,0
4.44,230.0,16,14.38,3.68,25,0,0.2723,0
4.47,230.0,16,14.38,3.68,25,0,0.2739,0
4.49,230.0,16,14.38,3.68,25,0,0.2752,0
4.51,230.0,16,14.38,3.68,25,0,0.2769,0
4.54,230.0,16,14.38,3.68,25,0,0.2784,0
4.56,230.0,16,14.38,3.68,25,0,0.2799,0
4.59,230.0,16,14.38,3.68,25,0,0.2816,0
4.62,230.0,16,14.38,3.68,25,0,0.2832,0
4.64,230.0,16,14.38,3.68,25,0,0.2845,0
4.66,230.0,16,14.38,3.68,25,0,0.2858,0
4.68,230.0,16,14.38,3.68,25,0,0.2871,0
4.7,230.0,16,14.38,3.68,25,0,0.2885,0
4.72,230.0,16,14.38,3.68,25,0,0.2898,0
4.75,230.0,16,14.38,3.68,25,0,0.2913,0
4.78,230.0,16,14.38,3.68,25,0,0.293,0
4.8,230.0,16,14.38,3.68,25,0,0.2944,0
4.82,230.0,16,14.38,3.68,25,0,0.2957,0
4.85,230.0,16,14.38,3.68,25,0,0.2974,0
4.87,230.0,16,14.38,3.68,25,0,0.2988,0
4.9,230.0,16,14.38,3.68,25,0,0.3003,0
4.92,230.0,16,14.38,3.68,25,0,0.3016,0
4.94,230.0,16,14.38,3.68,25,0,0.3029,0
4.97,230.0,16,14.38,3.68,25,0,0.3046,0
4.99,230.0,16,14.38,3.68,25,0,0.306,0
5.01,230.0,16,14.38,3.68,25,0,0.3075,0
5.04,230.0,16,14.38,3.68,25,0,0.309,0
5.07,230.0,16,14.38,3.68,25,0,0.3107,0
5.09,230.0,16,14.38,3.68,25,0,0.3121,0
5.11,230.0,16,14.38,3.68,25,0,0.3136,0
5.14,230.0,16,14.38,3.68,25,0,0.3151,0
5.16,230.0,16,14.38,3.68,25,0,0.3164,0
5.19,230.0,16,14.38,3.68,25,0,0.3181,0
5.21,230.0,16,14.38,3.68,25,0,0.3195,0
5.23,230.0,16,14.38,3.68,25,0,0.3208,0
5.25,230.0,16,14.38,3.68,25,0,0.3223,0
5.28,230.0,16,14.38,3.68,25,0,0.3236,0
5.3,230.0,16,14.38,3.68,25,0,0.3252,0
5.32,230.0,16,14.38,3.68,25,0,0.3265,0
5.35,230.0,16,14.38,3.68,25,0,0.3279,0
5.37,230.0,16,14.38,3.68,25,0,0.3293,0
5.39,230.0,16,14.38,3.68,25,0,0.3307,0
5.42,230.0,16,14.38,3.68,25,0,0.3324,0
5.44,230.0,16,14.38,3.68,25,0,0.3337,0
5.46,230.0,16,14.38,3.68,25,0,0.335,0
5.49,230.0,16,14.38,3.68,25,0,0.3366,0
5.51,230.0,16,14.38,3.68,25,0,0.3379,0
5.54,230.0,16,14.38,3.68,25,0,0.3395,0
5.56,230.0,16,14.38,3.68,25,0,0.3408,0
5.58,230.0,16,14.38,3.68,25,0,0.3421,0
5.61,230.0,16,14.38,3.68,25,0,0.3438,0
5.63,230.0,16,14.38,3.68,25,0,0.3452,0
5.65,230.0,16,14.38,3.68,25,0,0.3465,0
5.67,230.0,16,14.38,3.68,25,0,0.3478,0
5.7,230.0,16,14.38,3.68,25,0,0.3493,0
5.72,230.0,16,14.38,3.68,25,0,0.351,0
5.75,230.0,16,14.38,3.68,25,0,0.3524,0
5.77,230.0,16,14.38,3.68,25,0,0.3537,0
5.79,230.0,16,14.38,3.68,25,0,0.3552,0
5.81,230.0,16,14.38,3.68,25,0,0.3565,0
5.84,230.0,16,14.38,3.68,25,0,0.3579,0
