Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.0,230.0,8,28.75,1.84,29,0,0.0,3.42
0.02,230.0,8,28.75,1.84,29,0,0.0007,3.42
0.05,230.0,8,28.75,1.84,29,0,0.0014,3.42
0.07,230.0,8,28.75,1.84,29,0,0.0021,3.42
0.09,230.0,8,28.75,1.84,29,0,0.0028,3.42
0.11,230.0,8,28.75,1.84,29,0,0.0034,3.42
0.13,230.0,8,28.75,1.84,29,0,0.0041,3.42
0.16,230.0,8,28.75,1.84,29,0,0.0048,3.42
0.18,230.0,8,28.75,1.84,29,0,0.0055,3.42
0.2,230.0,8,28.75,1.84,29,0,0.0062,3.42
0.22,230.0,8,28.75,1.84,29,0,0.0068,3.42
0.25,230.0,8,28.75,1.84,29,0,0.0075,3.42
0.27,230.0,8,28.75,1.84,29,0,0.0082,3.42
0.29,230.0,8,28.75,1.84,29,0,0.0089,3.42
0.31,230.0,8,28.75,1.84,29,0,0.0096,3.42
0.33,230.0,8,28.75,1.84,29,0,0.0102,3.42
0.36,230.0,8,28.75,1.84,29,0,0.0109,3.42
0.38,230.0,8,28.75,1.84,29,0,0.0116,3.42
0.4,230.0,8,28.75,1.84,29,0,0.0123,3.42
0.42,230.0,8,28.75,1.84,29,0,0.013,3.42
0.44,230.0,8,28.75,1.84,29,0,0.0136,3.42
0.47,230.0,8,28.75,1.84,29,0,0.0143,3.42
0.49,230.0,8,28.75,1.84,29,0,0.015,3.42
0.51,230.0,8,28.75,1.84,29,0,0.0157,3.42
0.53,230.0,8,28.75,1.84,29,0,0.0164,3.42
0.56,230.0,8,28.75,1.84,29,0,0.017,3.42
0.58,230.0,8,28.75,1.84,29,0,0.0177,3.42
0.6,230.0,8,28.75,1.84,29,0,0.0184,3.42
0.63,230.0,8,28.75,1.84,29,0,0.0192,3.42
0.65,230.0,8,28.75,1.84,29,0,0.0199,3.42
0.67,230.0,8,28.75,1.84,29,0,0.0206,3.42
0.69,230.0,8,28.75,1.84,29,0,0.0213,3.42
0.72,230.0,8,28.75,1.84,29,0,0.022,3.42
0.74,230.0,8,28.75,1.84,29,0,0.0226,3.42
0.76,230.0,8,28.75,1.84,29,0,0.0233,3.42
0.78,230.0,8,28.75,1.84,29,0,0.024,3.42
0.81,230.0,8,28.75,1.84,29,0,0.0247,3.42
0.83,230.0,8,28.75,1.84,29,0,0.0254,3.42
0.85,230.0,8,28.75,1.84,29,0,0.026,3.42
0.87,230.0,8,28.75,1.84,29,0,0.0267,3.42
0.89,230.0,8,28.75,1.84,29,0,0.0274,3.42
0.92,230.0,8,28.75,1.84,29,0,0.0281,3.42
0.94,230.0,8,28.75,1.84,29,0,0.0288,3.42
0.96,230.0,8,28.75,1.84,29,0,0.0295,3.42
0.98,230.0,8,28.75,1.84,29,0,0.0301,3.42
1.0,230.0,8,28.75,1.84,29,0,0.0308,3.42
1.03,230.0,8,28.75,1.84,29,0,0.0315,3.42
1.05,230.0,8,28.75,1.84,29,0,0.0322,3.42
1.07,230.0,8,28.75,1.84,29,0,0.0329,3.42
1.09,230.0,8,28.75,1.84,29,0,0.0335,3.42
1.12,230.0,8,28.75,1.84,29,0,0.0342,3.42
1.14,230.0,8,28.75,1.84,29,0,0.0349,3.42
1.16,230.0,8,28.75,1.84,29,0,0.0356,3.42
1.18,230.0,8,28.75,1.84,29,0,0.0363,3.42
1.2,230.0,8,28.75,1.84,29,0,0.0369,3.42
1.23,230.0,8,28.75,1.84,29,0,0.0376,3.42
1.25,230.0,8,28.75,1.84,29,0,0.0383,3.42
1.27,230.0,8,28.75,1.84,29,0,0.039,3.42
1.29,230.0,8,28.75,1.84,29,0,0.0397,3.42
1.32,230.0,8,28.75,1.84,29,0,0.0403,3.42
1.34,230.0,8,28.75,1.84,29,0,0.041,3.42
1.36,230.0,8,28.75,1.84,29,0,0.0417,3.42
1.38,230.0,8,28.75,1.84,29,0,0.0424,3.42
1.4,230.0,8,28.75,1.84,29,0,0.0431,3.42
1.43,230.0,8,28.75,1.84,29,0,0.0437,3.42
1.45,230.0,8,28.75,1.84,29,0,0.0444,3.42
1.47,230.0,8,28.75,1.84,29,0,0.0451,3.42
1.49,230.0,8,28.75,1.84,29,0,0.0458,3.42
1.52,230.0,8,28.75,1.84,29,0,0.0465,3.42
1.54,230.0,8,28.75,1.84,29,0,0.0471,3.42
1.56,230.0,8,28.75,1.84,29,0,0.0478,3.42
1.58,230.0,8,28.75,1.84,29,0,0.0485,3.42
1.6,230.0,8,28.75,1.84,29,0,0.0492,3.42
1.63,230.0,8,28.75,1.84,29,0,0.0499,3.42
1.65,230.0,8,28.75,1.84,29,0,0.0505,3.42
1.67,230.0,8,28.75,1.84,29,0,0.0512,3.42
1.69,230.0,8,28.75,1.84,29,0,0.0519,3.42
1.71,230.0,8,28.75,1.84,29,0,0.0526,3.42
1.74,230.0,8,28.75,1.84,29,0,0.0533,3.42
1.76,230.0,8,28.75,1.84,29,0,0.0539,3.42
1.78,230.0,8,28.75,1.84,29,0,0.0546,3.42
1.8,230.0,8,28.75,1.84,29,0,0.0553,3.42
1.83,230.0,8,28.75,1.84,29,0,0.056,3.42
1.85,230.0,8,28.75,1.84,29,0,0.0567,3.42
1.87,230.0,8,28.75,1.84,29,0,0.0573,3.42
1.89,230.0,8,28.75,1.84,29,0,0.058,3.42
1.91,230.0,8,28.75,1.84,29,0,0.0587,3.42
1.94,230.0,8,28.75,1.84,29,0,0.0594,3.42
1.96,230.0,8,28.75,1.84,29,0,0.0601,3.42
1.98,230.0,8,28.75,1.84,29,0,0.0608,3.42
2.0,230.0,8,28.75,1.84,29,0,0.0614,3.42
2.03,230.0,8,28.75,1.84,29,0,0.0621,3.42
2.05,230.0,8,28.75,1.84,29,0,0.0628,3.42
2.07,230.0,8,28.75,1.84,29,0,0.0635,3.42
2.09,230.0,8,28.75,1.84,29,0,0.0642,3.42
2.11,230.0,8,28.75,1.84,29,0,0.0648,3.42
2.14,230.0,8,28.75,1.84,29,0,0.0655,3.42
2.16,230.0,8,28.75,1.84,29,0,0.0662,3.42
2.18,230.0,8,28.75,1.84,29,0,0.0669,3.42
2.2,230.0,8,28.75,1.84,29,0,0.0676,3.42
2.23,230.0,8,28.75,1.84,29,0,0.0682,3.42
2.25,230.0,8,28.75,1.84,29,0,0.0689,3.42
2.27,230.0,8,28.75,1.84,29,0,0.0696,3.42
2.29,230.0,8,28.75,1.84,29,0,0.0703,3.42
2.31,230.0,8,28.75,1.84,29,0,0.071,3.42
2.34,230.0,8,28.75,1.84,29,0,0.0716,3.42
2.36,230.0,8,28.75,1.84,29,0,0.0723,3.42
2.38,230.0,8,28.75,1.84,29,0,0.073,3.42
2.4,230.0,8,28.75,1.84,29,0,0.0737,3.42
2.42,230.0,8,28.75,1.84,29,0,0.0744,3.42
2.45,230.0,8,28.75,1.84,29,0,0.075,3.42
2.47,230.0,8,28.75,1.84,29,0,0.0757,3.42
2.49,230.0,8,28.75,1.84,29,0,0.0764,3.42
2.51,230.0,8,28.75,1.84,29,0,0.0771,3.42
2.54,230.0,8,28.75,1.84,29,0,0.0778,3.42
2.56,230.0,8,28.75,1.84,29,0,0.0784,3.42
2.58,230.0,8,28.75,1.84,29,0,0.0791,3.42
2.6,230.0,8,28.75,1.84,29,0,0.0798,3.42
2.62,230.0,8,28.75,1.84,29,0,0.0805,3.42
2.65,230.0,8,28.75,1.84,29,0,0.0812,3.42
2.67,230.0,8,28.75,1.84,29,0,0.0818,3.42
2.69,230.0,8,28.75,1.84,29,0,0.0825,3.42
2.71,230.0,8,28.75,1.84,29,0,0.0832,3.42
2.74,230.0,8,28.75,1.84,29,0,0.0839,3.42
2.76,230.0,8,28.75,1.84,29,0,0.0846,3.42
2.78,230.0,8,28.75,1.84,29,0,0.0853,3.42
2.8,230.0,8,28.75,1.84,29,0,0.086,3.42
2.83,230.0,8,28.75,1.84,29,0,0.0867,3.42
2.85,230.0,8,28.75,1.84,29,0,0.0873,3.42
2.87,230.0,8,28.75,1.84,29,0,0.088,3.42
2.89,230.0,8,28.75,1.84,29,0,0.0887,3.42
2.91,230.0,8,28.75,1.84,29,0,0.0894,3.42
2.94,230.0,8,28.75,1.84,29,0,0.0901,3.42
2.96,230.0,8,28.75,1.84,29,0,0.0907,3.42
2.98,230.0,8,28.75,1.84,29,0,0.0914,3.42
3.0,230.0,8,28.75,1.84,29,0,0.0921,3.42
3.03,230.0,8,28.75,1.84,29,0,0.0928,3.42
3.05,230.0,8,28.75,1.84,29,0,0.0935,3.42
3.07,230.0,8,28.75,1.84,29,0,0.0941,3.42
3.09,230.0,8,28.75,1.84,29,0,0.0948,3.42
3.11,230.0,8,28.75,1.84,29,0,0.0955,3.42
3.14,230.0,8,28.75,1.84,29,0,0.0962,3.42
3.16,230.0,8,28.75,1.84,29,0,0.0969,3.42
