Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
0.0,230.0,13,17.69,2.99,25,0,0.0,0
0.05,230.0,13,17.69,2.99,25,0,0.0024,0
0.08,230.0,13,17.69,2.99,25,0,0.0037,0
0.09,230.0,13,17.69,2.99,25,0,0.0046,0
0.11,230.0,13,17.69,2.99,25,0,0.0057,0
0.14,230.0,13,17.69,2.99,25,0,0.0071,0
0.17,230.0,13,17.69,2.99,25,0,0.0085,0
0.2,230.0,13,17.69,2.99,25,0,0.0098,0
0.22,230.0,13,17.69,2.99,25,0,0.0109,0
0.25,230.0,13,17.69,2.99,25,0,0.0122,0
0.27,230.0,13,17.69,2.99,25,0,0.0134,0
0.29,230.0,13,17.69,2.99,25,0,0.0145,0
0.31,230.0,13,17.69,2.99,25,0,0.0157,0
0.34,230.0,13,17.69,2.99,25,0,0.017,0
0.37,230.0,13,17.69,2.99,25,0,0.0184,0
0.4,230.0,13,17.69,2.99,25,0,0.0197,0
0.42,230.0,13,17.69,2.99,25,0,0.0208,0
0.44,230.0,13,17.69,2.99,25,0,0.0222,0
0.47,230.0,13,17.69,2.99,25,0,0.0232,0
0.49,230.0,13,17.69,2.99,25,0,0.0243,0
0.51,230.0,13,17.69,2.99,25,0,0.0255,0
0.54,230.0,13,17.69,2.99,25,0,0.0268,0
0.56,230.0,13,17.69,2.99,25,0,0.028,0
0.59,230.0,13,17.69,2.99,25,0,0.0293,0
0.61,230.0,13,17.69,2.99,25,0,0.0304,0
0.63,230.0,13,17.69,2.99,25,0,0.0315,0
0.66,230.0,13,17.69,2.99,25,0,0.0328,0
0.68,230.0,13,17.69,2.99,25,0,0.0338,0
0.7,230.0,13,17.69,2.99,25,0,0.0349,0
0.73,230.0,13,17.69,2.99,25,0,0.0361,0
0.75,230.0,13,17.69,2.99,25,0,0.0372,0.67
0.77,230.0,13,17.69,2.99,25,0,0.0385,0.67
0.8,230.0,13,17.69,2.99,25,0,0.0399,0.67
0.82,230.0,13,17.69,2.99,25,0,0.041,0.67
0.84,230.0,13,17.69,2.99,25,0,0.042,0.67
0.86,230.0,13,17.69,2.99,25,0,0.0431,0.67
0.89,230.0,13,17.69,2.99,25,0,0.0442,0.67
0.91,230.0,13,17.69,2.99,25,0,0.0452,0.67
0.93,230.0,13,17.69,2.99,25,0,0.0465,0.67
0.96,230.0,13,17.69,2.99,25,0,0.0478,0.67
0.98,230.0,13,17.69,2.99,25,0,0.0489,0.67
1.0,230.0,13,17.69,2.99,25,0,0.05,0.67
1.03,230.0,13,17.69,2.99,25,0,0.0513,0.67
1.05,230.0,13,17.69,2.99,25,0,0.0523,0.67
1.07,230.0,13,17.69,2.99,25,0,0.0534,0.67
1.09,230.0,13,17.69,2.99,25,0,0.0546,0.67
1.12,230.0,13,17.69,2.99,25,0,0.0558,0.67
1.14,230.0,13,17.69,2.99,25,0,0.0569,0.67
1.17,230.0,13,17.69,2.99,25,0,0.0581,0.67
1.2,230.0,13,17.69,2.99,25,0,0.0597,0.67
1.22,230.0,13,17.69,2.99,25,0,0.061,0.67
1.25,230.0,13,17.69,2.99,25,0,0.0621,0.67
1.27,230.0,13,17.69,2.99,25,0,0.0635,0.67
1.3,230.0,13,17.69,2.99,25,0,0.0648,0.67
1.32,230.0,13,17.69,2.99,25,0,0.0658,0.67
1.35,230.0,13,17.69,2.99,25,0,0.0671,0.67
1.37,230.0,13,17.69,2.99,25,0,0.0682,0.67
1.39,230.0,13,17.69,2.99,25,0,0.0694,0.67
1.42,230.0,13,17.69,2.99,25,0,0.0707,0.67
1.44,230.0,13,17.69,2.99,25,0,0.0718,0.67
1.46,230.0,13,17.69,2.99,25,0,0.073,0.67
1.49,230.0,13,17.69,2.99,25,0,0.0741,0.67
1.51,230.0,13,17.69,2.99,25,0,0.0753,0.67
1.53,230.0,13,17.69,2.99,25,0,0.0763,0.67
